"id","title","body","leading","slug","type","status","user_id","image_id","parent_id","lat","lng","rate","search_body","published_at","deleted_at","created_at","updated_at"
1032,"日本人ならもっと日本語を使うべきだろ - カオスちゃんねる","<p>へへへ。勝手翻訳系っすね。</p><blockquote>78 名前：以下、名無しにかわりましてVIPがお送りします。[] 投稿日：2007/11/30(金) 01:28:47.87 ID:BkJWA05b0
<br>ルー大柴<br>
<br>81 名前：以下、名無しにかわりましてVIPがお送りします。[sage] 投稿日：2007/11/30(金) 01:29:29.33 ID:6hj1V+p30
<br>&gt;&gt;78
<br>大柴亨</blockquote><p>http://chaosch.blog106.fc2.com/blog-entry-251.html<br></p>","","b7dcd1aa-8582-4db7-b123-26ab35d20d65","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2007-11-30 11:32:46",NULL,"2007-11-30 11:32:46","2019-05-31 23:51:34"
1034,"YouTube - 【感動するCM】maxell　大人になったジブンへ 〜ずっとずっと新留小学校篇〜","<p>改めてみるとなかなか泣けるCMですね。</p>

<p>http://www.youtube.com/watch?v=cx2WyXrZEHE</p>",NULL,"youtube_cm_maxell","archive","published",27,NULL,NULL,NULL,NULL,NULL,NULL,"2007-12-02 10:54:02",NULL,"2007-12-02 10:54:02","2019-05-31 23:51:34"
1035,"誰が音楽文化を支えるのか - 雑種路線でいこう","<blockquote>対価を支払うとか商品を購入するという近代的で疎外された関係だけでなく、素直に感動を伝えるためにお金を払って、そのことを縁にアーティストと繋がることがとても簡単になった。音楽を聴く権利という風に物象化されたパッケージングするから、ダウンロードのような代替手段に食われるのであって、そうやって人と人の心が繋がっていく、彼らが音楽活動を続けられることを願い、それは生活を支えるほどでなくても、いつも聴いているよ、あなたを感じているよということが伝わるだけで、表現者はモチベートされるだろう。実際、数でいえば音楽で食っている人々より、そういったアーティストがずっと多いのではないか。</blockquote><p>非職業音楽家は皆同様に思っていると思う。でも当人達からこういう意見が出づらいのは、端的に職業アーティストとそうでない自分達との間に隔絶が見えるってことだと思うんですよね。「これで食っている人はそうは思わないんだろう」っていう遠慮。</p><p>まあその辺を根本的に支えている商業的な仕組みが、ドラスティックに変わっていく気配があって、それが僕をワクワクさせるというのは、ここでも再三書いている通り。</p>

<p>音楽が商業として決定的に成り立たなくなった時、そこに何が残るんでしょうかね。期待と不安を抱えつつ、自分達でも行動しながら、観察していかなければならないだろうと思います。</p>

<p>http://d.hatena.ne.jp/mkusunok/20071204/music</p>","","9016f59c-5fc2-450d-a252-c09b7e0696bf","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2007-12-04 07:54:39",NULL,"2007-12-04 07:54:39","2019-05-31 23:51:34"
1036,"「筋合いはない」","<p>これは良い仕事だよね。</p>

<p>http://netamichelin.blog68.fc2.com/blog-entry-1447.html</p>",NULL,"3d2bbeb9-7285-4c56-950b-f1b0ea50009d","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2007-12-04 11:32:38",NULL,"2007-12-04 11:32:38","2019-05-31 23:51:34"
1039,"キン肉マン２９周年記念サイト","<p>「29周年で何かあるはず…」とまことしやかに囁かれていたのは、オモコロラジオでしか聞いたことありませんでしたが、DVD-BOXが発売される模様。その特典がなんとなんとキン消し418体復刻ですって！</p>

<p>さすがに10万越えですから手は出ませんけれども、出したくなる人はいるはず。</p>

<p>http://www.kin29.jp/</p>",NULL,"239321f1-e7ef-4e33-84ac-be500a092d0f","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2007-12-04 13:31:13",NULL,"2007-12-04 13:31:13","2019-05-31 23:51:34"
1042,"17年ぶり！イカ天が一夜限りの復活、秘蔵のVTRも放出 -musicニュース：CINRA.NET","<p>こここ、これは観たいっす！イエロー太陽's希望！</p><blockquote>来年には、当時、番組で演奏された数曲を収録したCDの発売も検討されているとのこと。</blockquote><p>こここ、これも聴きたいっす！イエロー太陽's希望！<br>http://www.cinra.net/news/2007/12/05/123825.php</p>","","17_vtr_music_cinra_net","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2007-12-05 05:31:32",NULL,"2007-12-05 05:31:32","2019-05-31 23:51:34"
1045,"イカ天復活記念-1 YouTube - トゲオ　ユキエさん","<p>復活を記念してイカ天マニアックシリーズを開催させていただきます。</p>

<p>第一回はトゲオ。
<br />ナチュラル・ボーン・スカム！</p>

<p>そんでギターが異様に多い。右側にいる荒川良々みたいな人は「イカ天出たい」一心で参加したような気配がプンプンします。</p>

<p>その割には不思議と耳に残るメロディー。リアルタイムで見てはいないのですが、番組の後半イカ天バンドのランキングみたいなコーナーがあって、映像が流れてるのを見てた。そのおかげで曲を憶えてしまいました。youtubeの恩恵により、こうして全貌が明らかになり、完コピ。カラオケで歌うことも可能になったわけです。（もちろん入ってないからアカペラですが）</p>

<p>私の独自の調査により、トゲオというバンドは泡のように消えてしまっていますが、いしだ壱成似のVocalの彼は現役で音楽活動を続けています。</p>

<p>http://www.youtube.com/watch?v=q6Mk7FHsTXM</p>",NULL,"1_youtube","archive","published",29,NULL,NULL,NULL,NULL,NULL,NULL,"2007-12-05 19:46:20",NULL,"2007-12-05 19:46:20","2019-05-31 23:51:34"
1046,"2007/12/15(土) @渋谷O-nest　『畳ノ下ニ UNDERGROUNDヲ!!! #5』","<blockquote>2007 12/15(土) @渋谷O-nest
<br>OPEN17:00/START17:30 , ADV￥1.000/DOOR￥1.500
<br>Accidents in too large field/ANGEL O.D/CHARM/GOD'S GUTS/nemo/SCREWITHIN/SHIFT/EVIL SCHOOL II/THE BITE</blockquote><p>福岡からAccidents in too large fieldきます。<br>安いし行こうー。</p><p>less than TVってレーベル？</p><p>■Accidents in too large field <br>http://www.myspace.com/accidentsintoolargefield</p>

<p>http://lessthan.tv/</p>","","2007_12_15_o_nest_underground_5","archive","published",3,NULL,NULL,NULL,NULL,NULL,NULL,"2007-12-06 09:39:41",NULL,"2007-12-06 09:39:41","2019-05-31 23:51:34"
1048,"2008.1.6.sun. ZEcHO-TEN special @decadentDELUXE 3.4.5F (FUKUOKA)","<blockquote>zecho-ten special
<br>2008.1.6.sun. at.decadentDELUXE3.4.5F
<br>pm14:30 open
<br>adv:2000 door:2500 +1drink order500
<br>4Ｆ / FOOD &amp; SHOP , 3.5F / LIVE</blockquote><blockquote>cast:
<br><a href=""http://www.myspace.com/uhnellys"" target=""_blank"">uhnellys</a>（東京） / <a href=""http://www.myspace.com/yolzinthesky"" target=""_blank"">YOLZ IN THE SKY</a>（大阪） / <a href=""http://jp.youtube.com/watch?v=-ftNPKI66oY"" target=""_blank"">neco眠る</a>（大阪） / 太田友紀（東京） / ネモ（東京） / <a href=""http://www.myspace.com/mysspaceana"" target=""_blank"">アナ</a> / neotone/garorinz / <a href=""http://www.myspace.com/accidentsintoolargefield"" target=""_blank"">accidents in too large field</a> / if masaca / <a href=""http://www.myspace.com/psemi"" target=""_blank"">蝉</a> / MOTH / <a href=""http://www.myspace.com/chowwohc"" target=""_blank"">蝶丁</a> / KNIMM / <a href=""http://www.myspace.com/spectrumsynthesize"" target=""_blank"">SPECTRUM SYNTHESIZE!</a> / <a href=""http://www18.ocn.ne.jp/~macmanam/"" target=""_blank"">マクマナマン</a> / <a href=""http://www.myspace.com/mizunoiro"" target=""_blank"">ミズノイロ</a> / <a href=""http://jp.youtube.com/watch?v=htqdKmIFRDA"" target=""_blank"">魚座</a> / 二日市ウルフ / <a href=""http://www.myspace.com/drawngirl%20"" target=""_blank"">ライスボウル</a> / <a href=""http://www.brick-record.jp/db/sanjuu"" target=""_blank"">三重人格ノ犬</a> / アヌスビッチ / 南蛮人（大分） / CHRIS JACK (from The Routes) / リーリーリー</blockquote><p>福岡帰ったら行くぞーと張り切ってるのはこちら。<br>特にしばらく見てないANA（アナ）と三重人格ノ犬が非常に楽しみ。</p><p><a href=""http://www.myspace.com/mysspaceana"" target=""_blank"" style=""background-color: rgb(255, 255, 255);"">ANA</a>は結構私の上京ソングなのでした。（あとは<a href=""http://jp.youtube.com/watch?v=bqHLnWek4c8"" target=""_blank"" style=""background-color: rgb(255, 255, 255);"">DOES</a>も）</p>

<p>http://sound.jp/zecho-ten/</p>","","2008_1_6_sun_zecho_ten_special_decadentdeluxe_3_4_5f_fukuoka","archive","published",3,NULL,NULL,NULL,NULL,NULL,NULL,"2007-12-06 11:01:46",NULL,"2007-12-06 11:01:46","2019-05-31 23:51:34"
1051,"プライベートのMV&EE","<p>Bunner Roadの新作紹介を兼ねた、MV+EEの密着VTR。ここ極東に暮らすと、これのどこに需要があるんだか、さっぱり分かりませんが、本国では徐々に人気が出つつあるみたい。Bunner Road、分かりやすいからなー。</p>

<p>ワンフー目線で言えば見所は沢山ありすぎて困っちゃうぐらいですが、もう普通にMVが卓を前に制作している風景や、EEが話してるシーンとか観るだけで、mmm...とおしっこ漏らしそうになります。</p>

<p>でも、Bunner Road新作、まだ買ってない…。個人的には、同時期にChild of Microtonesから出たCD-Rの内容の方が気になってます。</p>

<p>http://www.youtube.com/watch?v=EM3fE0DCPfo</p>","","private_of_mv_and_ee","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2007-12-06 18:49:46",NULL,"2007-12-06 18:49:46","2019-05-31 23:51:34"
1056,"Dotter Dotter","<p>うわぁ、このサイト滅茶苦茶クール！8bitのキャラ中心に、架空の風景を、立体物のように組み上げております。</p>

<p>実際ジオラマみたいに組んでるのかなとか思っていたら、shadeで作ってるんですね。これはすげー。</p>

<p>http://dotter.exblog.jp/</p>",NULL,"dotter_dotter","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2007-12-07 10:32:39",NULL,"2007-12-07 10:32:39","2019-05-31 23:51:34"
1058,"mixiでミスド店員が、ドーナツの真ん中に穴を開けていたと発言 - カオスちゃんねる","<blockquote>経費削減のためにやった
<br>まさかばれるとは思わなかった</blockquote><p><a href=""http://chaosch.blog106.fc2.com/blog-entry-256.html"" target=""_blank"" style=""background-color: rgb(255, 255, 255);"">昨日のアホエントリ</a>の続きを受けて、社会風刺的な高濃度なエントリが！オチも、本当にどうしようもない！</p><p>http://chaosch.blog106.fc2.com/blog-entry-262.html</p>","","169673ed-5879-426d-8435-6b45d6490ff1","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2007-12-07 10:40:13",NULL,"2007-12-07 10:40:13","2019-05-31 23:51:34"
1060,"ICC ONLINE","<p>あっれー？？ICCのサイトって、いつの間にこんな格好良くなってたんすか！？！？</p>

<p>結構多岐に渡るコンテンツを取り揃えているにも関わらず、インターフェイスが洗練されているのでゴチャゴチャ見辛い感じが皆無！これは良い！</p>

<p>http://www.ntticc.or.jp/index_j.html</p>",NULL,"icc_online","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2007-12-07 13:58:07",NULL,"2007-12-07 13:58:07","2019-05-31 23:51:34"
1062,"YouTube - SPECTRUM SYNTHESIZE! - Refresh Zero〜矛盾スパイラル 2007.11.25","<p><a href=""http://www.myspace.com/spectrumsynthesize"" target=""_blank"">SPECTRUM SYNTHESIZE!</a>のyoutubeがあった！
<br />んー良い！！</p>

<p>見たいなー、<a href=""http://www.rippingyard.com/entry.php?entry_id=490"" target=""_blank"">年末の絶頂天</a>が超楽しみ！</p>

<p>しかも、11/25て最近。そう、こういう事なんですよ。
<br />東京でデカタンのライブ見れる。</p>

<p>休みの日に一人会社でこれ流してたら、先輩から<a href=""http://www.myspace.com/thelocust"" target=""_blank"">THE LOCUST</a>を紹介されたのでした。バッタ？</p>

<p>http://jp.youtube.com/watch?v=OCMtZO54i9Q</p>",NULL,"youtube_spectrum_synthesize_refresh_zero_2007_11_25","archive","published",3,NULL,NULL,NULL,NULL,NULL,NULL,"2007-12-08 02:30:43",NULL,"2007-12-08 02:30:43","2019-05-31 23:51:34"
1063,"イカ天復活記念-2 YouTube - Sunaba: Sugoroku","<p>イカ天 THE マニアックス第二弾。
<br />その筋のかたには貴重なアーカイブとして広まっていますが、砂場というバンドです。</p>

<p>これはリアルタイムで見ました。小5くらいの自分がこれ見てキャッキャしてたような記憶がぼんやり。このyoutubeで再び映像を見るまで、のちに彼女が「モダチョキ」のボーカルとしてお茶の間に登場しても「このバンド」と全くリンクしていませんでした。あの時（イカ天）の妙にのっぺりした女性と、モダチョキの彼女は同一人物だった！というのをyoutubeで知った時、天地がひっくり返った気がしました。まさに「あ・た・ま・がジャングルグルグル.....だっぴょーん」（だっけ？）</p>

<p>んで今見ても楽曲の完成度、オリジナリティは異様に高く、個人的にも大好きなサウンドです。彼女のギターも素晴らしい。対バンしたいです。今居たら円盤ジャンボリー直行、って感じ。しかし彼女の現在の芸能活動を見る限り再結成は絶望的な気がします.....。</p>

<p>前回のトゲオよりも生放送の感じが出てます。これ見てクリアになったのは、カメラワークが最高にダサい。左に抜けたマリの顔が右からコンニチハ、とかあり得ない。三宅裕司の「変な感じでしたけども」というザックリしたコメントも、さすがTV、という気がします。</p>

<p>（自分文章長すぎですね。）</p>

<p>http://www.youtube.com/watch?v=AP26DdDyqhg</p>","","2_youtube_sunaba_sugoroku","archive","published",29,NULL,NULL,NULL,NULL,NULL,NULL,"2007-12-09 14:54:46",NULL,"2007-12-09 14:54:46","2019-05-31 23:51:34"
1064,"M-1グランプリ2007の決勝進出8組が決定 - GIGAZINE","<blockquote>キングコング／ザブングル／ダイアン／千鳥／トータルテンボス／ハリセンボン／POISON GIRL BAND／笑い飯</blockquote><p>予想を大きく覆して、あまり新味のない（というか、全く新味のない）メンツになってしまいましたね、今年のM-1。特に麒麟枠に関しては、遂に該当者ゼロと言っても差し支えないでしょう。5組が決勝経験アリ、ハリセンボンは知名度抜群。ザブングル、ダイアンに関しても、お茶の間浸透度という意味では劣りますが、決して歴史の浅いコンビではないわけで。でもここ二つのどちらかを、麒麟枠的に推してくる可能性はあるな。<br></p>

<p>で、その麒麟が落選。でもここを落としっぱなしで黙っている程、商売根性にかけた展開になるかなあ…という気もあって、今年の敗者復活にもそれほど期待していません。あー、ジャルジャル今年も駄目かー。おとなしく家で観戦することとしますが、来年以降の決勝候補がどれだけ立ち回るか、楽しみにして今年はのんびり笑い飯の優勝を願う事にします。</p>

<p>今年のキングコングの漫才は見ていませんが、元々凄く上手い人達ですから、決勝進出はそれほど驚きでもないですね。ハリセンボンの方が、去年一昨年と落としてきて今決勝っていうからには相当なフックがないと駄目なわけで、ちょっと注目してみます。</p>

<p>ザブングルは個人的にあまり好きではないんですが、残りは順当なメンツ。でも、大分上がつかえてきている感があるので、もうそろそろ笑い飯には行って欲しいですねー。</p>

<p>http://gigazine.net/index.php?/news/comments/20071210_m1gp_2007/</p>","","m_1_2007_8_gigazine","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2007-12-10 16:30:07",NULL,"2007-12-10 16:30:07","2019-05-31 23:51:34"
1066,"「サモ・ハン急死」中国報道に本人激怒 2007/12/10(月) 15:48:59 [中国情報局]","<p>9日の夜にこのニュースが飛び込んできて、誤報説もあったんで私もはっきりするまで静かにしていましたが....誤報だった！何なんだよ！</p>

<p>こんな事が本当に起こったらもう2007年の暮れは「イカ天」から急遽「追悼サモハン」になってしまう所だった。『燃えよデブゴン』に始まり『鬼打鬼』『ファーストミッション』と....サモハン映画のグラインドハウス状態。まあ、香港映画も大層なトラッシュムービーてんこ盛りなんであながち間違ってはないが。</p>

<p>ともかくサモハンは死んでません。のんびりプーアル茶を飲んでいたようです。本当に、80歳くらいまでそのままプーアル茶飲み続けて下さい。</p>

<p>http://news.searchina.ne.jp/disp.cgi?y=2007&amp;d=1210&amp;f=entertainment_1210_001.shtml</p>",NULL,"2007_12_10_15_48_59","archive","published",29,NULL,NULL,NULL,NULL,NULL,NULL,"2007-12-10 17:56:38",NULL,"2007-12-10 17:56:38","2019-05-31 23:51:34"
1068,"YouTube、ついにムービー投稿者に広告収入の分配を開始 - GIGAZINE","<p>遂に始まりましたねー。100万回の閲覧で、月数十万円の収入だそうです。一人でアニメとか作っちゃう人、いるんじゃねえの？まだアメリカカナダ限定のサービスだそうで、日本でのサービス開始も期待してます。</p>

<p>http://gigazine.net/index.php?/news/comments/20071211_youtube_partner_program/</p>",NULL,"youtube_gigazine","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2007-12-11 19:38:04",NULL,"2007-12-11 19:38:04","2019-05-31 23:51:34"
1069,"I F F - folk enough -","<p>先日、話してて出たfolk enough。
<br />IFFの映像より。2004年のBANANA！</p>

<p>ほっとんどがサッカーの話という、フロントの井上氏の<a href=""http://blog.livedoor.jp/egrecord/"" target=""_blank"">ブログ</a>も御座います。</p>

<p>最近はイベント「electronics guitar」がレーベル<a href=""http://sound.jp/e-g-record/"" target=""_blank"">e.g.record</a>を立ち上げて、folk enoughもここからリリース。MOTH（<a href=""http://sound.jp/e-g-record/music/kid.mp3"" target=""_blank"">視聴mp3</a>）も。</p>

<p>→<a href=""http://sound.jp/e-g-record/release.html"" target=""_blank"">e.g.recordリリース一覧</a></p>

<p>久しぶりにIFF見てたら<a href=""http://www.if-fukuoka.com/040229/play.cgi?id=820"" target=""_blank"">NANANINE</a>を見つけて懐かしい。</p>

<p>http://www.if-fukuoka.com/040229/play.cgi?id=845</p>",NULL,"i_f_f_folk_enough","archive","published",3,NULL,NULL,NULL,NULL,NULL,NULL,"2007-12-12 01:51:32",NULL,"2007-12-12 01:51:32","2019-05-31 23:51:34"
1072,"YouTube - SEX AND THE CITY TRAILER","<p>きました！！！
<br />SATCの映画トレーラー！</p>

<p>来年3月公開です。
<br />日本ではいつになるのかな？</p>

<p>今回も洋服が可愛いっぽい。
<br />しかもウェディング！</p>

<p>■SEX AND THE CITY
<br />http://www.hbo.com/city/</p>

<p>http://jp.youtube.com/watch?v=kk2-ntNyZaY</p>",NULL,"youtube_sex_and_the_city_trailer","archive","published",3,NULL,NULL,NULL,NULL,NULL,NULL,"2007-12-12 04:55:11",NULL,"2007-12-12 04:55:11","2019-05-31 23:51:34"
1075,"恵比寿みるくが年内で閉店 - CINRA.NET","<p>ああ、噂ではぼんやり聞いていたのですが、遂に恵比寿のみるくが閉店…。筑波に住んでいた頃、東京でクラビング（と言ってもmegoナイトとかその類のですが）すると言えばみるくで、殺されかけたり色んな思い出があるので残念。一度、ライブやってみたかったなあ。</p>

<p>http://www.cinra.net/news/2007/12/12/150126.php</p>",NULL,"cinra_net-5c446447-fcfa-4ffd-b537-3f4a7f680c6b","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2007-12-12 07:24:02",NULL,"2007-12-12 07:24:02","2019-05-31 23:51:34"
1079,"HEADZによる新雑誌「エクス・ポ」","<blockquote>エクス・ポ、創刊します！！！</blockquote><p>例のフェーダーに黒船が来襲した一件以降、雑誌という形では音沙汰なかったheadzから新雑誌創刊のインフォメーション。単純なディスクレビュー誌とかからは距離を置いているような気がして、僕はあの膨大な情報をゆっくり読み解く感が好きだったんだけどなあとか思いながらも、まあ、チェックしますよね。<br></p>

<p>装丁をnuの戸塚さんが担当。こちらも期待してます！</p>

<p>http://unknownmix.exblog.jp/7045234/</p>","","headz-bf23bb55-0901-43d9-9136-3398d4a288d5","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2007-12-12 08:38:13",NULL,"2007-12-12 08:38:13","2019-05-31 23:51:34"
1084,"MapJack - Your City Online","<p>google mapsとstreetを豪快にマッシュアップ。サンフランシスコの街を、カクカク移動できます。しかも車道の真ん中を！google mapsのゲーム化って、こういう風に開発されてるのかもね。</p>

<p>まあ、何も言わずにやってみるのが吉。しばらくするときちんと飽きます。</p>

<p>http://www.mapjack.com/</p>",NULL,"mapjack_your_city_online","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2007-12-12 12:46:42",NULL,"2007-12-12 12:46:42","2019-05-31 23:51:34"
1086,"「デスノート」に酷似（？）した漫画がサンデーで連載開始","<p>いやー、本題よりも、ワンピースのパクリの方が数倍ビックリした。こんなあからさまなのって、アリなんすか？アリになったんすか？</p>

<p>http://blog.livedoor.jp/dqnplus/archives/1066618.html</p>",NULL,"dd63a43e-25e8-4a7f-a72b-e5b70083b403","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2007-12-12 18:20:00",NULL,"2007-12-12 18:20:00","2019-05-31 23:51:34"
1090,"Ｍ・シューマッハー、飛行機に間に合うよう自らタクシー運転 | エキサイトニュース","<p>これね、今朝めざましテレビでみたのです。
<br />でも、なんでこんなへんな顔のせてんだ！</p>

<p>http://www.excite.co.jp/News/odd/00081197435991.html</p>",NULL,"e85c09d0-5a60-4cd4-8208-eaf0853fe84f","archive","published",26,NULL,NULL,NULL,NULL,NULL,NULL,"2007-12-13 01:59:06",NULL,"2007-12-13 01:59:06","2019-05-31 23:51:34"
1093,"生き様としての江頭2:50 - てれびのスキマ","<p>hon-nin vol.5に掲載されている江頭2:50のロングインタビュー。僕はまだ未読なんですが、先日の<a href=""http://tbs954.cocolog-nifty.com/st/2007/12/1210_9b0f.html"" target=""_blank"">ストリームに吉田豪氏が出演した</a>際、そのエピソードを聞いて、不覚にも泣きそうになるほど興奮した。</p>

<p>http://d.hatena.ne.jp/LittleBoy/20060812#p1
<br />http://d.hatena.ne.jp/LittleBoy/20071213#p1</p>

<p>映像は、当の水中クンバカ＝江頭グランブルーの映像。これ、リアルタイムで見ていて、十分不穏な空気を感じたし、同時に滅茶苦茶笑った。俺、あんまり江頭の事が嫌いだった時期ってないんだけど、やっぱり凄く格好良いし、面白いっすよ。ポッドキャストも併せて聞いて欲しいです。</p>

<p>http://tbs954.cocolog-nifty.com/st/2007/12/1210_9b0f.html</p>

<p>http://jp.youtube.com/watch?v=oTvUEfspBxQ</p>",NULL,"2_50","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2007-12-13 09:50:14",NULL,"2007-12-13 09:50:14","2019-05-31 23:51:34"
1096,"いよいよMovableTypeがオープンソース化！","<p>前々からアナウンスされていましたが、遂にMTがオープンソース化した模様です。どのように進化していくでしょうかね。楽しみです。</p>

<p>http://www.moongift.jp/2007/12/mtos/</p>",NULL,"movabletype","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2007-12-13 10:00:14",NULL,"2007-12-13 10:00:14","2019-05-31 23:51:34"
1097,"崖っぷち！","<p>崖っぷち画像が何点か。こんな状況になったら、100パーちびります。</p>

<p>http://bestpicsaround.com/pic-504-Living-on-the-Edge</p>",NULL,"3c9cbb0f-91fc-4ae2-92eb-0aa41a0f6c71","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2007-12-13 10:19:55",NULL,"2007-12-13 10:19:55","2019-05-31 23:51:34"
1100,"[Ni] - [エヌアイ] ゲーム好きが作る、ゲーム好きのためのゲーム雑誌","<p>ちょこちょこと創刊の噂は聞いていたものの、今まで華麗にスルーしていた（のは、冬コミでの販売と聞いていたから）ゲーム雑誌「Ni」。</p>

<p>今日見てみたら、「新納一哉（世界樹の迷宮）vs飯島多紀哉（BURAI！）対談」だとか、「ゲームショップ1983特集（札幌にある、ゲーム愛に溢れる凄い店）」だとか、「<a href=""http://ameblo.jp/nin-shin/"" target=""_blank"">にんしんゲーム天国</a>出張版」だとか、これぞゲーム好きのための雑誌という感じ。帰省したときに、1983で買おう。</p>

<p>更にコラムのゲストに某ソフトメーカー（笑）の宇田さん！あー、これは、俺も参加してえわ。</p>

<p>http://www.ni-games.jp/</p>",NULL,"ni","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2007-12-13 11:50:33",NULL,"2007-12-13 11:50:33","2019-05-31 23:51:34"
1105,"〈CISCO RECORDS〉閉店によせて 〜 レコード・ショップの今、そしてこれから ? | doops! - music blog","<p>先日のブックファーストの移転に続いて、CISCOが全店（勿論札幌店も、なんですよね？）閉店。こと、渋谷の話に限定すると、やっぱり少しずつ切り崩しの始まっていた文化死滅のまだ中途のステップなのだろうと、そんな想像をします（代わりに何ができるのかなあ…？？）。</p>

<p>CISCOに恩恵を受けて育ったわけではなかったので、特別な類の感想はなかったのですが、やっぱりレコードショップの閉店は悲しいし、レコードで（特に和物の）新譜を買うという文化は、確実に磨り減っていくだろうなあ。そこに悲観しか抱かない態度ではなく、何とかポジティブな次の一手を考えていきたいと思います（アナログ切ってないけどさ）。</p>

<p>http://doops.jp/2007/12/cisco_records.html</p>",NULL,"cisco_records_doops_music_blog","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2007-12-14 04:34:41",NULL,"2007-12-14 04:34:41","2019-05-31 23:51:34"
1107,"地球が水没した時の回避案考えたぜ - カオスちゃんねる","<p>ビックリするぐらい頭の悪いスレだぜ！（←もう、カオスちゃんねるネタの紹介文はこんなもんでいいっすかね？）</p>

<p>http://chaosch.blog106.fc2.com/blog-entry-275.html</p>",NULL,"ae4f07cc-8788-410f-953e-58bf68b9f0f3","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2007-12-14 10:04:48",NULL,"2007-12-14 10:04:48","2019-05-31 23:51:34"
1108,"mootools 44 Plugins：skuare.net","<p>最近jQueryに完全に押され気味で、情報にも格差が生じつつあるmootoolsですが、ようやくプラグイン?サンプルまとめが。</p>

<p>http://www.skuare.net/test/mootools.html</p>",NULL,"mootools_44_plugins_skuare_net","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2007-12-14 10:56:26",NULL,"2007-12-14 10:56:26","2019-05-31 23:51:34"
1109,"YouTube - 「馬と蝶」（feat.初音ミク）","<p>ナタリーでも記事が出ていましたが、「戸田誠司さんの新曲」（実際はサクラトーンとのコラボみたいです）と銘打たれて「流出」したこの作品。今をときめくミクさん起用で、話題になってます。</p>

<p>音楽も勿論良いんですけど、タナカツ先生の映像が、ね！ものすご?くゆっくり回る万華鏡を両の眼にメガネのように装着した状態で観る白昼夢みたいな感じで、メルヘンとは表裏一体のナイトメア。作るヨロコビに満ちてますね。</p>

<p>http://jp.youtube.com/watch?v=3SsHRW-DjVc</p>",NULL,"youtube_feat","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2007-12-15 15:18:52",NULL,"2007-12-15 15:18:52","2019-05-31 23:51:34"
1113,"ベイビーStyleにKOHEI JAPANが","<p>テレビにKOHEI JAPANが。リリックの背景がヴィジュアルで確認できるのが、ちょっと嬉しい。子供が坂間兄弟似。嫁さんやっぱり美人。神田のオマチ堂って店で働いているのか…。等々。幸せそうなVTRですね。</p>

<p>http://jp.youtube.com/watch?v=jIwUU1-LqSA</p>",NULL,"style_kohei_japan","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2007-12-15 19:16:33",NULL,"2007-12-15 19:16:33","2019-05-31 23:51:35"
1114,"YouTube - Busby Berkeley By A Waterfall","<p>時折僕も「キチガイの所業」を表現するときに、シュバルと同列で名前を出す、バスビー・バークレーですが、中でもこの「Waterfall」は凄い（今でも、何の映画のフッテージなのか、よく思い出せないのですが）。偏執狂によって精巧に組み立てられた、恐ろしく芸術的でかつグロテスクな振り付けが見られます。</p>

<p>良くあるミュージカルにしか見えねえ、だるい、という人は5分辺りから観ると良いのではないでしょうか？</p>

<p>http://jp.youtube.com/watch?v=707VxB-ek4Q</p>","","youtube_busby_berkeley_by_a_waterfall","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2007-12-16 15:35:32",NULL,"2007-12-16 15:35:32","2019-05-31 23:51:35"
